00:00:00.001119 main     VirtualBox XPCOM Server 7.2.4 r170995 linux.amd64 (Oct 22 2025 16:59:14) release log
00:01:11.432852 DCon08   Finished saving settings file "/home/densentrated/VirtualBox VMs/Parrot OS 6.4 MATE Security Edition/Parrot OS 6.4 MATE Security Edition.vbox"
00:01:11.458116 DCon08   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:01:18.306001 DCon12   Saving settings file "/home/densentrated/VirtualBox VMs/Parrot OS 6.4 MATE Security Edition/Parrot OS 6.4 MATE Security Edition.vbox" with version "1.19-linux"
00:01:18.312437 DCon12   Finished saving settings file "/home/densentrated/VirtualBox VMs/Parrot OS 6.4 MATE Security Edition/Parrot OS 6.4 MATE Security Edition.vbox"
00:01:18.326124 DCon07   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:01:20.287113 DCon10   Saving settings file "/home/densentrated/VirtualBox VMs/Parrot OS 6.4 MATE Security Edition/Parrot OS 6.4 MATE Security Edition.vbox" with version "1.19-linux"
00:01:20.293339 DCon10   Finished saving settings file "/home/densentrated/VirtualBox VMs/Parrot OS 6.4 MATE Security Edition/Parrot OS 6.4 MATE Security Edition.vbox"
00:01:20.305876 DCon09   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:02:06.379127 DCon14   Saving settings file "/home/densentrated/VirtualBox VMs/Parrot OS 6.4 MATE Security Edition/Parrot OS 6.4 MATE Security Edition.vbox" with version "1.19-linux"
00:02:06.385648 DCon14   Finished saving settings file "/home/densentrated/VirtualBox VMs/Parrot OS 6.4 MATE Security Edition/Parrot OS 6.4 MATE Security Edition.vbox"
00:02:06.410661 DCon06   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:08:54.125430 MainPower Host suspending: Paused 1 VMs
00:08:54.136810 DCon31   ERROR [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={83cfdc66-4f20-4569-ad39-8722f7d472b3} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
00:08:54.168750 DCon35   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Paused)}, preserve=false aResultDetail=0
00:08:54.546698 dns-monitor HostDnsMonitor: updating information
00:08:54.546765 dns-monitor HostDnsMonitor: old information
00:08:54.546769 dns-monitor   server 1: 155.33.2.1
00:08:54.546774 dns-monitor   server 2: 155.33.2.2
00:08:54.546778 dns-monitor   domain: neu.edu
00:08:54.546781 dns-monitor   search string 1: neu.edu
00:08:54.546785 dns-monitor HostDnsMonitor: new information
00:08:54.546788 dns-monitor   no server entries
00:08:54.546791 dns-monitor   no domain set
00:08:54.546794 dns-monitor   no search string entries
00:08:54.548411 DCon35   HostDnsMonitorProxy::GetDomainName: no domain set
00:08:54.548611 DCon35   HostDnsMonitorProxy::GetNameServers:
00:08:54.548617 DCon35     no name server entries
00:08:54.548779 DCon35   HostDnsMonitorProxy::GetSearchStrings:
00:08:54.548783 DCon35     no search string entries
00:08:56.560100 MainPower Host resumed: Resumed 1 VMs
00:08:56.578467 DCon35   ERROR [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={83cfdc66-4f20-4569-ad39-8722f7d472b3} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
00:08:56.612733 DCon35   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:09:00.130451 dns-monitor NAT: resolv.conf: nameserver 155.33.2.1
00:09:00.130509 dns-monitor NAT: resolv.conf: nameserver 155.33.2.2
00:09:00.130542 dns-monitor HostDnsMonitor: updating information
00:09:00.130546 dns-monitor HostDnsMonitor: old information
00:09:00.130550 dns-monitor   no server entries
00:09:00.130557 dns-monitor   no domain set
00:09:00.130560 dns-monitor   no search string entries
00:09:00.130563 dns-monitor HostDnsMonitor: new information
00:09:00.130566 dns-monitor   server 1: 155.33.2.1
00:09:00.130570 dns-monitor   server 2: 155.33.2.2
00:09:00.130574 dns-monitor   domain: neu.edu
00:09:00.130577 dns-monitor   search string 1: neu.edu
00:09:00.131779 DCon35   HostDnsMonitorProxy::GetDomainName: neu.edu
00:09:00.131931 DCon35   HostDnsMonitorProxy::GetNameServers:
00:09:00.131937 DCon35     name server 1: 155.33.2.1
00:09:00.131948 DCon35     name server 2: 155.33.2.2
00:09:00.132200 DCon35   HostDnsMonitorProxy::GetSearchStrings:
00:09:00.132211 DCon35     search string 1: neu.edu
01:44:16.880761 DCon126  ERROR [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={83cfdc66-4f20-4569-ad39-8722f7d472b3} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
01:44:16.903784 DCon126  ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Paused)}, preserve=false aResultDetail=0
01:44:18.283154 DCon128  ERROR [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={83cfdc66-4f20-4569-ad39-8722f7d472b3} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
01:44:18.323258 DCon128  ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
01:44:26.121987 DCon123  ERROR [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={83cfdc66-4f20-4569-ad39-8722f7d472b3} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
01:44:26.154207 DCon123  ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Stopping)}, preserve=false aResultDetail=0
01:44:26.170248 DCon123  Saving settings file "/home/densentrated/VirtualBox VMs/Parrot OS 6.4 MATE Security Edition/Parrot OS 6.4 MATE Security Edition.vbox" with version "1.19-linux"
01:44:26.172622 DCon123  Finished saving settings file "/home/densentrated/VirtualBox VMs/Parrot OS 6.4 MATE Security Edition/Parrot OS 6.4 MATE Security Edition.vbox"
01:44:26.183517 DCon116  ERROR [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={83cfdc66-4f20-4569-ad39-8722f7d472b3} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
01:44:26.185094 DCon116  ERROR [COM]: aRC=NS_ERROR_INVALID_ARG (0x80070057) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={SessionMachine} aText={Properties with TRANSIENT or TRANSRESET flag cannot be set or modified if VM is not running}, preserve=false aResultDetail=0
01:44:26.212594 DCon130  ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is PoweredOff)}, preserve=false aResultDetail=0
01:44:27.239437 DCon116  ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is PoweredOff)}, preserve=false aResultDetail=0
01:45:20.646870 main     VirtualBox: object deletion starts
01:45:20.647050 main     ERROR [COM]: aRC=VBOX_E_OBJECT_IN_USE (0x80bb000c) aIID={7d510820-a678-4730-a862-818dcd3fbed0} aComponent={MediumWrap} aText={Medium '/home/densentrated/VirtualBox VMs/Ubuntu-Hubstaff/Ubuntu-Hubstaff.vdi' cannot be closed because it is still attached to 1 virtual machines}, preserve=false aResultDetail=0
01:45:20.647526 main     ERROR [COM]: aRC=VBOX_E_OBJECT_IN_USE (0x80bb000c) aIID={7d510820-a678-4730-a862-818dcd3fbed0} aComponent={MediumWrap} aText={Medium '/home/densentrated/VirtualBox VMs/Parrot OS 6.4 MATE Security Edition/Parrot-security-mate-6.4_amd64-disk001.vdi' cannot be closed because it is still attached to 1 virtual machines}, preserve=false aResultDetail=0
01:45:20.650081 main     HostDnsMonitor: shutting down ...
01:45:20.650474 main     HostDnsMonitor: shut down
01:45:20.665436 Watcher  ERROR [COM]: aRC=E_ACCESSDENIED (0x80070005) aIID={2ce10519-3c09-45d8-a12d-e887786146b7} aComponent={VirtualBoxWrap} aText={The object is not ready}, preserve=false aResultDetail=0
01:45:20.665604 main     VirtualBox: object deleted
